ISO,Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2023
GIN,Guinea,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,37.234
GIN,Guinea,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-7.958
GNB,Guinea-Bissau,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",4.5
GNB,Guinea-Bissau,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",5.851
GNB,Guinea-Bissau,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","3,020.81"
GNB,Guinea-Bissau,Output gap in percent of potential GDP,Percent of potential GDP,,,
GNB,Guinea-Bissau,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: 2018 Notes: Data prior to 1997 cannot be confirmed by national sources at this time. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: No Primary domestic currency: CFA franc Data last updated: 08/2022,23.384
GNB,Guinea-Bissau,Gross national savings,Percent of GDP,,Source: National Statistics Office Latest actual data: 2018 Notes: Data prior to 1997 cannot be confirmed by national sources at this time. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: No Primary domestic currency: CFA franc Data last updated: 08/2022,18.655
GNB,Guinea-Bissau,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",4
GNB,Guinea-Bissau,Unemployment rate,Percent of total labor force,,,
GNB,Guinea-Bissau,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,17.918
GNB,Guinea-Bissau,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-4.049
GNB,Guinea-Bissau,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,80.275
GNB,Guinea-Bissau,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-4.729
GUY,Guyana,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",25.219
GUY,Guyana,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",43.782
GUY,Guyana,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","55,138.87"
GUY,Guyana,Output gap in percent of potential GDP,Percent of potential GDP,,,
GUY,Guyana,Total investment,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2021 Notes: Components of GDP by expenditure after 2007 (private and public consumption, private and public investment) are estimates because authorities stopped producing the data. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Factor costs Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2012. Projected real GDP growth in 2020 is potentially overstated and subject to large subsequent revisions because of the very high growth rate of oil GDP, which in turn is elevated on account of the very high oil price in the base year, 2012. A rebasing exercise is expected in 2021 that will resolve this problem, once the data becomes available Chain-weighted: No Primary domestic currency: Guyanese dollar Data last updated: 08/2022",3.952
GUY,Guyana,Gross national savings,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2021 Notes: Components of GDP by expenditure after 2007 (private and public consumption, private and public investment) are estimates because authorities stopped producing the data. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Factor costs Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2012. Projected real GDP growth in 2020 is potentially overstated and subject to large subsequent revisions because of the very high growth rate of oil GDP, which in turn is elevated on account of the very high oil price in the base year, 2012. A rebasing exercise is expected in 2021 that will resolve this problem, once the data becomes available Chain-weighted: No Primary domestic currency: Guyanese dollar Data last updated: 08/2022",34.347
GUY,Guyana,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",7.632
GUY,Guyana,Unemployment rate,Percent of total labor force,,,
GUY,Guyana,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,15.2
GUY,Guyana,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-0.521
GUY,Guyana,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,20.852
GUY,Guyana,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",30.395
HTI,Haiti,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",0.5
HTI,Haiti,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",39.757
HTI,Haiti,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","3,251.52"
HTI,Haiti,Output gap in percent of potential GDP,Percent of potential GDP,,,
HTI,Haiti,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: FY2020/21 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: No. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t) Start/end months of reporting year: October/September Base year: FY2011/12. Fiscal year 2011-2012 Chain-weighted: No Primary domestic currency: Haitian gourde Data last updated: 09/2022,17.486
HTI,Haiti,Gross national savings,Percent of GDP,,Source: National Statistics Office Latest actual data: FY2020/21 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: No. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t) Start/end months of reporting year: October/September Base year: FY2011/12. Fiscal year 2011-2012 Chain-weighted: No Primary domestic currency: Haitian gourde Data last updated: 09/2022,16.975
HTI,Haiti,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",21.174
HTI,Haiti,Unemployment rate,Percent of total labor force,,,
HTI,Haiti,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,8.692
